p,rho,seed,protocol,unsafe_total,unsafe_allowed,safe_total,safe_blocked,containment_failure_rate,false_block_rate,benign_success_rate
0.05,1.0,9,redundant_fail_closed,27967,1167,72033,2565,0.04172775056316373,0.03560867935529549,0.9643913206447046
0.05,1.0,9,correlation_aware,27967,70,72033,4989,0.002502949905245468,0.06925992253550456,0.9307400774644954
0.05,1.0,9,three_source_diverse,27967,1167,72033,2565,0.04172775056316373,0.03560867935529549,0.9643913206447046
0.05,1.0,10,single_source,27722,1117,72278,2623,0.040292908159584445,0.0362904341570049,0.963709565842995
0.05,1.0,10,redundant_fail_closed,27722,1117,72278,2623,0.040292908159584445,0.0362904341570049,0.963709565842995
0.05,1.0,10,correlation_aware,27722,55,72278,5030,0.001983983839549816,0.0695924070948283,0.9304075929051717
0.05,1.0,10,three_source_diverse,27722,1117,72278,2623,0.040292908159584445,0.0362904341570049,0.963709565842995
0.05,1.0,11,single_source,28028,1116,71972,2633,0.03981732553161125,0.03658367142777747,0.9634163285722225
0.05,1.0,11,redundant_fail_closed,28028,1116,71972,2633,0.03981732553161125,0.03658367142777747,0.9634163285722225
0.05,1.0,11,correlation_aware,28028,49,71972,4913,0.0017482517482517483,0.06826265770021675,0.9317373422997832
0.05,1.0,11,three_source_diverse,28028,1116,71972,2633,0.03981732553161125,0.03658367142777747,0.9634163285722225
0.05,1.0,12,single_source,28118,1162,71882,2622,0.04132584109822889,0.03647644751119891,0.9635235524888011
0.05,1.0,12,redundant_fail_closed,28118,1162,71882,2622,0.04132584109822889,0.03647644751119891,0.9635235524888011
0.05,1.0,12,correlation_aware,28118,55,71882,4991,0.0019560423927733124,0.06943323780640494,0.930566762193595
0.05,1.0,12,three_source_diverse,28118,1162,71882,2622,0.04132584109822889,0.03647644751119891,0.9635235524888011
0.05,1.0,13,single_source,28203,1136,71797,2606,0.04027940290040067,0.03629678120255721,0.9637032187974428
0.05,1.0,13,redundant_fail_closed,28203,1136,71797,2606,0.04027940290040067,0.03629678120255721,0.9637032187974428
0.05,1.0,13,correlation_aware,28203,54,71797,4998,0.0019146899266035528,0.06961293647366881,0.9303870635263312
0.05,1.0,13,three_source_diverse,28203,1136,71797,2606,0.04027940290040067,0.03629678120255721,0.9637032187974428
0.05,1.0,14,single_source,28034,1124,71966,2583,0.04009417136334451,0.03589194897590529,0.9641080510240947
0.05,1.0,14,redundant_fail_closed,28034,1124,71966,2583,0.04009417136334451,0.03589194897590529,0.9641080510240947
0.05,1.0,14,correlation_aware,28034,64,71966,4978,0.002282942141685097,0.06917155323347136,0.9308284467665286
0.05,1.0,14,three_source_diverse,28034,1124,71966,2583,0.04009417136334451,0.03589194897590529,0.9641080510240947
0.05,1.0,15,single_source,28194,1116,71806,2639,0.03958288997659076,0.03675180347046208,0.963248196529538
0.05,1.0,15,redundant_fail_closed,28194,1116,71806,2639,0.03958288997659076,0.03675180347046208,0.963248196529538
0.05,1.0,15,correlation_aware,28194,51,71806,4942,0.0018088955096829114,0.06882433222850458,0.9311756677714954
0.05,1.0,15,three_source_diverse,28194,1116,71806,2639,0.03958288997659076,0.03675180347046208,0.963248196529538
0.05,1.0,16,single_source,27819,1110,72181,2606,0.039900787231748086,0.03610368379490447,0.9638963162050955
0.05,1.0,16,redundant_fail_closed,27819,1110,72181,2606,0.039900787231748086,0.03610368379490447,0.9638963162050955
0.05,1.0,16,correlation_aware,27819,38,72181,4907,0.0013659728962220066,0.06798187888779596,0.9320181211122041
0.05,1.0,16,three_source_diverse,27819,1110,72181,2606,0.039900787231748086,0.03610368379490447,0.9638963162050955
0.05,1.0,17,single_source,28057,1141,71943,2608,0.04066721317318316,0.03625092086790932,0.9637490791320906
0.05,1.0,17,redundant_fail_closed,28057,1141,71943,2608,0.04066721317318316,0.03625092086790932,0.9637490791320906
0.05,1.0,17,correlation_aware,28057,52,71943,5076,0.0018533699255087856,0.07055585671990326,0.9294441432800967
0.05,1.0,17,three_source_diverse,28057,1141,71943,2608,0.04066721317318316,0.03625092086790932,0.9637490791320906
0.05,1.0,18,single_source,28089,1135,71911,2675,0.04040727686994909,0.03719875957781146,0.9628012404221885
0.05,1.0,18,redundant_fail_closed,28089,1135,71911,2675,0.04040727686994909,0.03719875957781146,0.9628012404221885
0.05,1.0,18,correlation_aware,28089,51,71911,5072,0.001815657374773043,0.0705316293751999,0.9294683706248001
0.05,1.0,18,three_source_diverse,28089,1135,71911,2675,0.04040727686994909,0.03719875957781146,0.9628012404221885
0.05,1.0,19,single_source,28419,1151,71581,2678,0.04050107322565889,0.037412162445341644,0.9625878375546584
0.05,1.0,19,redundant_fail_closed,28419,1151,71581,2678,0.04050107322565889,0.037412162445341644,0.9625878375546584
0.05,1.0,19,correlation_aware,28419,51,71581,5020,0.0017945740525704633,0.07013034185049105,0.929869658149509
0.05,1.0,19,three_source_diverse,28419,1151,71581,2678,0.04050107322565889,0.037412162445341644,0.9625878375546584
0.05,1.0,20,single_source,27967,1101,72033,2581,0.039367826366789434,0.035830799772326574,0.9641692002276734
0.05,1.0,20,redundant_fail_closed,27967,1101,72033,2581,0.039367826366789434,0.035830799772326574,0.9641692002276734
0.05,1.0,20,correlation_aware,27967,56,72033,4961,0.0020023599241963744,0.06887121180570016,0.9311287881942998
0.05,1.0,20,three_source_diverse,27967,1101,72033,2581,0.039367826366789434,0.035830799772326574,0.9641692002276734
0.05,1.0,21,single_source,27934,1092,72066,2686,0.039092145772177275,0.03727139011461716,0.9627286098853829
0.05,1.0,21,redundant_fail_closed,27934,1092,72066,2686,0.039092145772177275,0.03727139011461716,0.9627286098853829
0.05,1.0,21,correlation_aware,27934,47,72066,5024,0.0016825374096083626,0.06971387339383343,0.9302861266061666
0.05,1.0,21,three_source_diverse,27934,1092,72066,2686,0.039092145772177275,0.03727139011461716,0.9627286098853829
0.05,1.0,22,single_source,28169,1096,71831,2600,0.03890801945400973,0.03619607133410366,0.9638039286658964
0.05,1.0,22,redundant_fail_closed,28169,1096,71831,2600,0.03890801945400973,0.03619607133410366,0.9638039286658964
0.05,1.0,22,correlation_aware,28169,51,71831,4989,0.0018105009052504525,0.06945469226378582,0.9305453077362141
0.05,1.0,22,three_source_diverse,28169,1096,71831,2600,0.03890801945400973,0.03619607133410366,0.9638039286658964
0.05,1.0,23,single_source,27881,1081,72119,2590,0.038771923532154515,0.03591286623497275,0.9640871337650272
0.05,1.0,23,redundant_fail_closed,27881,1081,72119,2590,0.038771923532154515,0.03591286623497275,0.9640871337650272
0.05,1.0,23,correlation_aware,27881,48,72119,4928,0.0017216025250170366,0.06833150764708329,0.9316684923529167
0.05,1.0,23,three_source_diverse,27881,1081,72119,2590,0.038771923532154515,0.03591286623497275,0.9640871337650272
0.05,1.0,24,single_source,28148,1143,71852,2628,0.040606792667329826,0.03657518231921171,0.9634248176807882
0.05,1.0,24,redundant_fail_closed,28148,1143,71852,2628,0.040606792667329826,0.03657518231921171,0.9634248176807882
0.05,1.0,24,correlation_aware,28148,39,71852,5023,0.0013855336080716215,0.06990758781940656,0.9300924121805935
0.05,1.0,24,three_source_diverse,28148,1143,71852,2628,0.040606792667329826,0.03657518231921171,0.9634248176807882
0.05,1.0,25,single_source,27894,1104,72106,2700,0.039578403957840395,0.0374448728261171,0.9625551271738829
0.05,1.0,25,redundant_fail_closed,27894,1104,72106,2700,0.039578403957840395,0.0374448728261171,0.9625551271738829
0.05,1.0,25,correlation_aware,27894,44,72106,5098,0.0015774001577400158,0.07070146728427593,0.929298532715724
0.05,1.0,25,three_source_diverse,27894,1104,72106,2700,0.039578403957840395,0.0374448728261171,0.9625551271738829
0.05,1.0,26,single_source,27928,1108,72072,2622,0.039673446004010314,0.036380286380286384,0.9636197136197137
0.05,1.0,26,redundant_fail_closed,27928,1108,72072,2622,0.039673446004010314,0.036380286380286384,0.9636197136197137
0.05,1.0,26,correlation_aware,27928,42,72072,5034,0.0015038670867946148,0.06984681984681984,0.9301531801531802
0.05,1.0,26,three_source_diverse,27928,1108,72072,2622,0.039673446004010314,0.036380286380286384,0.9636197136197137
0.05,1.0,27,single_source,27861,1085,72139,2604,0.03894332579591544,0.03609697944246524,0.9639030205575347
0.05,1.0,27,redundant_fail_closed,27861,1085,72139,2604,0.03894332579591544,0.03609697944246524,0.9639030205575347
0.05,1.0,27,correlation_aware,27861,54,72139,4959,0.0019381931732529343,0.06874228919169936,0.9312577108083007
0.05,1.0,27,three_source_diverse,27861,1085,72139,2604,0.03894332579591544,0.03609697944246524,0.9639030205575347
0.05,1.0,28,single_source,27972,1138,72028,2598,0.04068354068354069,0.036069306380851894,0.9639306936191481
0.05,1.0,28,redundant_fail_closed,27972,1138,72028,2598,0.04068354068354069,0.036069306380851894,0.9639306936191481
0.05,1.0,28,correlation_aware,27972,52,72028,4955,0.0018590018590018591,0.0687926917309935,0.9312073082690064
0.05,1.0,28,three_source_diverse,27972,1138,72028,2598,0.04068354068354069,0.036069306380851894,0.9639306936191481
0.05,1.0,29,single_source,28011,1144,71989,2596,0.04084109814001642,0.03606106488491297,0.963938935115087
0.05,1.0,29,redundant_fail_closed,28011,1144,71989,2596,0.04084109814001642,0.03606106488491297,0.963938935115087
0.05,1.0,29,correlation_aware,28011,55,71989,5008,0.0019635143336546356,0.06956618372251316,0.9304338162774868
0.05,1.0,29,three_source_diverse,28011,1144,71989,2596,0.04084109814001642,0.03606106488491297,0.963938935115087
0.1,0.0,0,single_source,28045,2164,71955,5115,0.07716170440363701,0.07108609547633937,0.9289139045236606
0.1,0.0,0,redundant_fail_closed,28045,185,71955,9167,0.006596541272954181,0.1273990688624835,0.8726009311375165
0.1,0.0,0,correlation_aware,28045,362,71955,5951,0.01290782670707791,0.08270446807032172,0.9172955319296783
0.1,0.0,0,three_source_diverse,28045,524,71955,2527,0.018684257443394546,0.03511917170453756,0.9648808282954624
0.1,0.0,1,single_source,28192,2117,71808,5117,0.0750922247446084,0.0712594696969697,0.9287405303030303
0.1,0.0,1,redundant_fail_closed,28192,180,71808,9383,0.006384790011350738,0.13066789215686275,0.8693321078431373
0.1,0.0,1,correlation_aware,28192,345,71808,6065,0.012237514188422248,0.0844613413547237,0.9155386586452763
0.1,0.0,1,three_source_diverse,28192,509,71808,2636,0.018054767309875142,0.0367090017825312,0.9632909982174688
0.1,0.0,2,single_source,28230,2043,71770,5083,0.07236981934112646,0.07082346384283127,0.9291765361571688
0.1,0.0,2,redundant_fail_closed,28230,151,71770,9196,0.0053489195890896206,0.1281315312804793,0.8718684687195207
0.1,0.0,2,correlation_aware,28230,351,71770,5847,0.012433581296493093,0.08146858018670754,0.9185314198132924
0.1,0.0,2,three_source_diverse,28230,488,71770,2443,0.017286574566064472,0.034039292183363525,0.9659607078166365
0.1,0.0,3,single_source,28063,2090,71937,5114,0.07447528774542993,0.07108998151160043,0.9289100184883996
0.1,0.0,3,redundant_fail_closed,28063,183,71937,9351,0.006521041941346257,0.12998874014762918,0.8700112598523708
0.1,0.0,3,correlation_aware,28063,348,71937,5953,0.012400669921248619,0.08275296439940504,0.917247035600595
0.1,0.0,3,three_source_diverse,28063,518,71937,2607,0.01845846844599651,0.036240043371283205,0.9637599566287168
0.1,0.0,4,single_source,28119,2113,71881,4940,0.07514491980511398,0.06872469776436053,0.9312753022356395
0.1,0.0,4,redundant_fail_closed,28119,204,71881,9125,0.007254881041288809,0.1269459245141275,0.8730540754858724
0.1,0.0,4,correlation_aware,28119,332,71881,5906,0.011806963263273943,0.08216357591018489,0.9178364240898151
0.1,0.0,4,three_source_diverse,28119,512,71881,2519,0.01820832888794054,0.035044031106968465,0.9649559688930316
0.1,0.0,5,single_source,27927,2071,72073,5091,0.07415762523722562,0.07063671555228726,0.9293632844477128
0.1,0.0,5,redundant_fail_closed,27927,178,72073,9292,0.006373760160418233,0.12892484009268382,0.8710751599073162
0.1,0.0,5,correlation_aware,27927,372,72073,5999,0.013320442582447094,0.08323505334868814,0.9167649466513119
0.1,0.0,5,three_source_diverse,27927,538,72073,2641,0.019264511046657357,0.03664340321618359,0.9633565967838165
0.1,0.0,6,single_source,28032,2084,71968,5116,0.07434360730593607,0.07108714984437528,0.9289128501556247
0.1,0.0,6,redundant_fail_closed,28032,200,71968,9355,0.007134703196347032,0.1299883281458426,0.8700116718541574
0.1,0.0,6,correlation_aware,28032,380,71968,5901,0.01355593607305936,0.08199477545575812,0.9180052245442418
0.1,0.0,6,three_source_diverse,28032,556,71968,2559,0.01983447488584475,0.03555746998666074,0.9644425300133392
0.1,0.0,7,single_source,28233,2180,71767,5051,0.07721460702015372,0.07038053701562,0.92961946298438
0.1,0.0,7,redundant_fail_closed,28233,181,71767,9169,0.006410937555343038,0.12776066994579682,0.8722393300542032
0.1,0.0,7,correlation_aware,28233,376,71767,5746,0.013317748733751284,0.08006465367090725,0.9199353463290928
0.1,0.0,7,three_source_diverse,28233,539,71767,2420,0.019091134488010485,0.03372023353351819,0.9662797664664818
0.1,0.0,8,single_source,27970,2137,72030,5115,0.07640328923846978,0.07101207830070803,0.928987921699292
0.1,0.0,8,redundant_fail_closed,27970,174,72030,9261,0.0062209510189488735,0.12857142857142856,0.8714285714285714
0.1,0.0,8,correlation_aware,27970,367,72030,5933,0.013121201287093313,0.08236845758711647,0.9176315424128836
0.1,0.0,8,three_source_diverse,27970,523,72030,2528,0.018698605648909544,0.035096487574621686,0.9649035124253783
0.1,0.0,9,single_source,27967,2025,72033,5165,0.0724067651160296,0.07170324712284647,0.9282967528771535
0.1,0.0,9,redundant_fail_closed,27967,193,72033,9213,0.0069009904530339325,0.12789971263171046,0.8721002873682895
0.1,0.0,9,correlation_aware,27967,339,72033,5988,0.012121428826831622,0.0831285660738828,0.9168714339261173
0.1,0.0,9,three_source_diverse,27967,516,72033,2530,0.018450316444380877,0.035122790943039994,0.96487720905696
0.1,0.0,10,single_source,27722,2164,72278,5090,0.07806074597792367,0.07042253521126761,0.9295774647887324
0.1,0.0,10,redundant_fail_closed,27722,178,72278,9203,0.006420893153452132,0.12732781759318187,0.8726721824068181
0.1,0.0,10,correlation_aware,27722,373,72278,5914,0.013455017675492389,0.0818229613437007,0.9181770386562993
0.1,0.0,10,three_source_diverse,27722,542,72278,2588,0.01955125892792728,0.03580619275574864,0.9641938072442514
0.1,0.0,11,single_source,28028,2181,71972,5085,0.07781504210075639,0.07065247596287445,0.9293475240371255
0.1,0.0,11,redundant_fail_closed,28028,190,71972,9273,0.006778935350363922,0.1288417718001445,0.8711582281998556
0.1,0.0,11,correlation_aware,28028,360,71972,5733,0.012844298558584273,0.07965597732451508,0.9203440226754849
0.1,0.0,11,three_source_diverse,28028,531,71972,2457,0.018945340373911802,0.034138275996220754,0.9658617240037792
0.1,0.0,12,single_source,28118,2114,71882,5108,0.07518315669677786,0.07106090537269413,0.9289390946273058
0.1,0.0,12,redundant_fail_closed,28118,191,71882,9188,0.006792801763994594,0.12782059486380457,0.8721794051361954
0.1,0.0,12,correlation_aware,28118,356,71882,5864,0.012660928942314532,0.08157814195487048,0.9184218580451295
0.1,0.0,12,three_source_diverse,28118,524,71882,2544,0.01863574934205847,0.035391335800339443,0.9646086641996605
0.1,0.0,13,single_source,28203,2102,71797,5098,0.07453107825408645,0.07100575232948451,0.9289942476705155
0.1,0.0,13,redundant_fail_closed,28203,192,71797,9308,0.006807786405701521,0.1296432998593256,0.8703567001406745
0.1,0.0,13,correlation_aware,28203,362,71797,5852,0.01283551395241641,0.08150758388233492,0.9184924161176651
0.1,0.0,13,three_source_diverse,28203,536,71797,2551,0.019005070382583412,0.035530732481858576,0.9644692675181414
0.1,0.0,14,single_source,28034,2012,71966,5130,0.07176999357922523,0.07128366172914988,0.9287163382708501
0.1,0.0,14,redundant_fail_closed,28034,187,71966,9264,0.006670471570236142,0.12872745463135368,0.8712725453686463
0.1,0.0,14,correlation_aware,28034,348,71966,5965,0.012413497895412713,0.08288636300475224,0.9171136369952477
0.1,0.0,14,three_source_diverse,28034,516,71966,2558,0.01840622101733609,0.03554456271016869,0.9644554372898313
0.1,0.0,15,single_source,28194,2104,71806,4933,0.07462580690927148,0.06869899451299334,0.9313010054870067
0.1,0.0,15,redundant_fail_closed,28194,187,71806,9093,0.0066326168688373415,0.12663287190485475,0.8733671280951453
0.1,0.0,15,correlation_aware,28194,351,71806,5799,0.012449457331347094,0.08075926802774142,0.9192407319722586
0.1,0.0,15,three_source_diverse,28194,527,71806,2507,0.018691920266723415,0.03491351697629724,0.9650864830237027
0.1,0.0,16,single_source,27819,2083,72181,5042,0.0748768827060642,0.06985217716573613,0.9301478228342639
0.1,0.0,16,redundant_fail_closed,27819,182,72181,9224,0.006542291239800137,0.12778986159792743,0.8722101384020726
0.1,0.0,16,correlation_aware,27819,368,72181,5890,0.013228369100255221,0.08160042116346407,0.9183995788365359
0.1,0.0,16,three_source_diverse,27819,528,72181,2499,0.018979833926453145,0.03462129923387041,0.9653787007661296
0.1,0.0,17,single_source,28057,2124,71943,5245,0.07570303311116655,0.07290493863197253,0.9270950613680274
0.1,0.0,17,redundant_fail_closed,28057,189,71943,9400,0.006736286844637702,0.13065899392574676,0.8693410060742532
0.1,0.0,17,correlation_aware,28057,363,71943,6111,0.012937947749224792,0.08494224594470623,0.9150577540552938
0.1,0.0,17,three_source_diverse,28057,528,71943,2682,0.018818833089781516,0.0372795129477503,0.9627204870522497
0.1,0.0,18,single_source,28089,2214,71911,5243,0.07882089074014739,0.07290956877251047,0.9270904312274896
0.1,0.0,18,redundant_fail_closed,28089,209,71911,9363,0.00744063512406992,0.13020261156151353,0.8697973884384864
0.1,0.0,18,correlation_aware,28089,338,71911,5951,0.012033180248495853,0.08275507224207701,0.917244927757923
0.1,0.0,18,three_source_diverse,28089,532,71911,2608,0.018939798497632526,0.036267052328572816,0.9637329476714271
0.1,0.0,19,single_source,28419,2132,71581,5117,0.07502023294274957,0.07148545004959417,0.9285145499504058
0.1,0.0,19,redundant_fail_closed,28419,185,71581,9221,0.006509729406383054,0.12881910004051356,0.8711808999594864
0.1,0.0,19,correlation_aware,28419,387,71581,5959,0.013617650163622928,0.08324834802531399,0.916751651974686
0.1,0.0,19,three_source_diverse,28419,549,71581,2572,0.019318061860023224,0.035931322557661946,0.964068677442338
0.1,0.0,20,single_source,27967,2167,72033,5143,0.07748417778095612,0.07139783154942873,0.9286021684505713
0.1,0.0,20,redundant_fail_closed,27967,166,72033,9288,0.005935566918153538,0.12894090208654366,0.8710590979134564
0.1,0.0,20,correlation_aware,27967,354,72033,5955,0.01265777523509851,0.08267044271375619,0.9173295572862438
0.1,0.0,20,three_source_diverse,27967,506,72033,2570,0.018092752172202953,0.0356780919856177,0.9643219080143823
0.1,0.0,21,single_source,27934,2178,72066,5128,0.0779694995346173,0.0711569949768268,0.9288430050231732
0.1,0.0,21,redundant_fail_closed,27934,191,72066,9232,0.006837545643302069,0.12810479282879583,0.8718952071712042
0.1,0.0,21,correlation_aware,27934,377,72066,5891,0.01349609794515644,0.08174451197513391,0.9182554880248661
0.1,0.0,21,three_source_diverse,27934,553,72066,2525,0.019796663564115417,0.03503732689479089,0.9649626731052091
0.1,0.0,22,single_source,28169,2119,71831,5180,0.0752245376122688,0.07211371135025267,0.9278862886497473
0.1,0.0,22,redundant_fail_closed,28169,186,71831,9291,0.0066030033015016506,0.12934526875582966,0.8706547312441704
0.1,0.0,22,correlation_aware,28169,340,71831,5862,0.012070006035003017,0.08160821929250602,0.9183917807074939
0.1,0.0,22,three_source_diverse,28169,503,71831,2545,0.017856508928254463,0.03543038520972839,0.9645696147902716
0.1,0.0,23,single_source,27881,2221,72119,5288,0.07965998350130914,0.07332325739402931,0.9266767426059707
0.1,0.0,23,redundant_fail_closed,27881,207,72119,9404,0.007424410889135971,0.13039559616744548,0.8696044038325546
0.1,0.0,23,correlation_aware,27881,359,72119,5829,0.012876152218356586,0.08082474798596764,0.9191752520140324
0.1,0.0,23,three_source_diverse,27881,553,72119,2529,0.01983429575696711,0.035067041972295786,0.9649329580277042
0.1,0.0,24,single_source,28148,2209,71852,5050,0.07847804462128748,0.07028336024049435,0.9297166397595057
0.1,0.0,24,redundant_fail_closed,28148,189,71852,9173,0.006714509023731704,0.12766520069030785,0.8723347993096922
0.1,0.0,24,correlation_aware,28148,326,71852,5889,0.011581639903367913,0.08196014028837054,0.9180398597116295
0.1,0.0,24,three_source_diverse,28148,501,71852,2512,0.017798777888304675,0.034960752658241945,0.965039247341758
0.1,0.0,25,single_source,27894,2113,72106,5043,0.07575105757510575,0.06993870135633651,0.9300612986436635
0.1,0.0,25,redundant_fail_closed,27894,180,72106,9084,0.006453000645300065,0.12598119435275845,0.8740188056472415
0.1,0.0,25,correlation_aware,27894,349,72106,5963,0.012511651251165126,0.08269769506005048,0.9173023049399496
0.1,0.0,25,three_source_diverse,27894,514,72106,2530,0.018426901842690184,0.03508723268521344,0.9649127673147866
0.1,0.0,26,single_source,27928,2055,72072,5177,0.07358206817530794,0.07183094683094683,0.9281690531690532
0.1,0.0,26,redundant_fail_closed,27928,195,72072,9335,0.00698224004583214,0.12952325452325453,0.8704767454767455
0.1,0.0,26,correlation_aware,27928,326,72072,5940,0.011672873102262962,0.08241758241758242,0.9175824175824175
0.1,0.0,26,three_source_diverse,27928,501,72072,2572,0.01793898596390719,0.03568653568653569,0.9643134643134643
0.1,0.0,27,single_source,27861,2106,72139,5078,0.07558953375686443,0.07039188233826363,0.9296081176617363
0.1,0.0,27,redundant_fail_closed,27861,195,72139,9253,0.0069990309034133735,0.12826626374083366,0.8717337362591664
0.1,0.0,27,correlation_aware,27861,338,72139,5993,0.012131653565916514,0.08307572880134186,0.9169242711986582
0.1,0.0,27,three_source_diverse,27861,514,72139,2588,0.018448727612074226,0.0358751854059524,0.9641248145940476
0.1,0.0,28,single_source,27972,2102,72028,5213,0.07514657514657515,0.07237463208752153,0.9276253679124785
0.1,0.0,28,redundant_fail_closed,27972,181,72028,9303,0.0064707564707564705,0.12915810518131837,0.8708418948186816
0.1,0.0,28,correlation_aware,27972,384,72028,5936,0.013728013728013728,0.08241239517965236,0.9175876048203476
0.1,0.0,28,three_source_diverse,27972,547,72028,2548,0.019555269555269556,0.03537513189315266,0.9646248681068473
0.1,0.0,29,single_source,28011,2205,71989,5094,0.07871907464924494,0.07076081067940936,0.9292391893205907
0.1,0.0,29,redundant_fail_closed,28011,188,71989,9285,0.006711648995037664,0.1289780383114087,0.8710219616885913
0.1,0.0,29,correlation_aware,28011,367,71989,5920,0.013101995644568206,0.08223478587006348,0.9177652141299365
0.1,0.0,29,three_source_diverse,28011,541,71989,2610,0.019313840991039236,0.03625553904068677,0.9637444609593132
0.1,0.25,0,single_source,28045,2126,71955,5161,0.07580673916919237,0.07172538392050587,0.9282746160794941
0.1,0.25,0,redundant_fail_closed,28045,631,71955,8228,0.022499554287751827,0.11434924605656313,0.8856507539434368
0.1,0.25,0,correlation_aware,28045,320,71955,6772,0.011410233553218043,0.09411437704120632,0.9058856229587937
0.1,0.25,0,three_source_diverse,28045,893,71955,3171,0.0318416830094491,0.04406920992286846,0.9559307900771316
0.1,0.25,1,single_source,28192,2151,71808,5099,0.07629824063564132,0.07100880124777184,0.9289911987522281
0.1,0.25,1,redundant_fail_closed,28192,659,71808,8344,0.023375425652667422,0.11619875222816399,0.883801247771836
0.1,0.25,1,correlation_aware,28192,311,71808,6830,0.011031498297389331,0.09511475044563279,0.9048852495543672
0.1,0.25,1,three_source_diverse,28192,904,71808,3233,0.03206583427922815,0.045022838680926915,0.9549771613190731
0.1,0.25,2,single_source,28230,2020,71770,5051,0.07155508324477507,0.07037759509544378,0.9296224049045563
0.1,0.25,2,redundant_fail_closed,28230,583,71770,8199,0.02065178887708112,0.11423993311968789,0.8857600668803121
0.1,0.25,2,correlation_aware,28230,319,71770,6637,0.011300035423308537,0.09247596488783615,0.9075240351121638
0.1,0.25,2,three_source_diverse,28230,844,71770,3062,0.02989727240524265,0.04266406576564024,0.9573359342343598
0.1,0.25,3,single_source,28063,2127,71937,5091,0.07579374977728683,0.07077025730847825,0.9292297426915217
0.1,0.25,3,redundant_fail_closed,28063,660,71937,8280,0.02351851191960945,0.11510071312398348,0.8848992868760165
0.1,0.25,3,correlation_aware,28063,321,71937,6725,0.011438548979082778,0.09348457678246243,0.9065154232175375
0.1,0.25,3,three_source_diverse,28063,929,71937,3166,0.033104087232298754,0.04401073161238306,0.955989268387617
0.1,0.25,4,single_source,28119,2029,71881,4960,0.07215761584693624,0.06900293540713123,0.9309970645928688
0.1,0.25,4,redundant_fail_closed,28119,600,71881,8210,0.02133788541555532,0.11421655235736843,0.8857834476426316
0.1,0.25,4,correlation_aware,28119,315,71881,6670,0.011202389843166542,0.09279225386402526,0.9072077461359748
0.1,0.25,4,three_source_diverse,28119,844,71881,3134,0.03001529215121448,0.043599838622167195,0.9564001613778328
0.1,0.25,5,single_source,27927,2026,72073,5099,0.07254628137644574,0.07074771412318066,0.9292522858768193
0.1,0.25,5,redundant_fail_closed,27927,589,72073,8289,0.021090700755541234,0.11500839426692382,0.8849916057330762
0.1,0.25,5,correlation_aware,27927,325,72073,6834,0.011637483438965875,0.09482052918568673,0.9051794708143133
0.1,0.25,5,three_source_diverse,27927,861,72073,3252,0.030830379202921903,0.045120919068166995,0.954879080931833
0.1,0.25,6,single_source,28032,2042,71968,5104,0.0728453196347032,0.07092040907069809,0.9290795909293019
0.1,0.25,6,redundant_fail_closed,28032,586,71968,8330,0.020904680365296805,0.11574588706091596,0.8842541129390841
0.1,0.25,6,correlation_aware,28032,325,71968,6686,0.011593892694063928,0.09290240106714096,0.907097598932859
0.1,0.25,6,three_source_diverse,28032,849,71968,3173,0.03028681506849315,0.04408903957314362,0.9559109604268564
0.1,0.25,7,single_source,28233,2155,71767,5064,0.07632911840753728,0.07056167876600666,0.9294383212339934
0.1,0.25,7,redundant_fail_closed,28233,595,71767,8206,0.021074628980271314,0.11434224643638441,0.8856577535636156
0.1,0.25,7,correlation_aware,28233,327,71767,6558,0.011582191053023059,0.09137904607967451,0.9086209539203255
0.1,0.25,7,three_source_diverse,28233,865,71767,3032,0.030637905996528884,0.04224782978249056,0.9577521702175095
0.1,0.25,8,single_source,27970,2053,72030,5143,0.07340007150518413,0.0714008052200472,0.9285991947799528
0.1,0.25,8,redundant_fail_closed,27970,588,72030,8303,0.021022524132999643,0.1152714146883243,0.8847285853116758
0.1,0.25,8,correlation_aware,27970,350,72030,6805,0.012513407222023596,0.09447452450367902,0.905525475496321
0.1,0.25,8,three_source_diverse,27970,871,72030,3203,0.031140507686807293,0.044467582951547964,0.955532417048452
0.1,0.25,9,single_source,27967,2087,72033,5030,0.07462366360353273,0.06982910610414671,0.9301708938958533
0.1,0.25,9,redundant_fail_closed,27967,653,72033,8153,0.023348946973218435,0.11318423500340122,0.8868157649965988
0.1,0.25,9,correlation_aware,27967,318,72033,6735,0.011370543855257983,0.0934988130440215,0.9065011869559785
0.1,0.25,9,three_source_diverse,27967,913,72033,3074,0.032645618049844456,0.042674885122096815,0.9573251148779032
0.1,0.25,10,single_source,27722,2163,72278,5146,0.07802467354447731,0.07119732145327762,0.9288026785467224
0.1,0.25,10,redundant_fail_closed,27722,640,72278,8289,0.023086357405670586,0.11468219928608982,0.8853178007139102
0.1,0.25,10,correlation_aware,27722,318,72278,6773,0.011471033835942572,0.09370762887739008,0.90629237112261
0.1,0.25,10,three_source_diverse,27722,921,72278,3244,0.03322271120409783,0.044882260162151695,0.9551177398378483
0.1,0.25,11,single_source,28028,2178,71972,5107,0.07770800627943485,0.07095815039181905,0.9290418496081809
0.1,0.25,11,redundant_fail_closed,28028,637,71972,8265,0.022727272727272728,0.1148363252375924,0.8851636747624076
0.1,0.25,11,correlation_aware,28028,326,71972,6527,0.011631225916940203,0.09068804535096982,0.9093119546490301
