hidden_fraction,seed,protocol,threshold,fpr,tpr,known_tpr,hidden_tpr,known_attack_mean_pairwise_corr
0.0,15,conservative_max,1.8795232464952667,0.1,0.9217,0.9217,nan,-0.23160585016010446
0.0,16,single_m1,1.305356614889506,0.1,0.5882333333333334,0.5882333333333334,nan,-0.2321867296333556
0.0,16,algorithm_diverse,0.7864923958247264,0.1,0.9479,0.9479,nan,-0.2321867296333556
0.0,16,evidence_diverse,1.3669515643157508,0.1,0.7794666666666666,0.7794666666666666,nan,-0.2321867296333556
0.0,16,max_pool,1.96090001628922,0.1,0.9272333333333334,0.9272333333333334,nan,-0.2321867296333556
0.0,16,weighted_max,1.6629906257987697,0.1,0.9254,0.9254,nan,-0.2321867296333556
0.0,16,hybrid_evidence,1.541378412133244,0.1,0.9537666666666667,0.9537666666666667,nan,-0.2321867296333556
0.0,16,adaptive_evidence,1.6901920917819773,0.1,0.9072666666666667,0.9072666666666667,nan,-0.2321867296333556
0.0,16,conservative_max,1.862855015474759,0.1,0.9272333333333334,0.9272333333333334,nan,-0.2321867296333556
0.0,17,single_m1,1.3056614407429241,0.1,0.59,0.59,nan,-0.22662938166206636
0.0,17,algorithm_diverse,0.7979324272329246,0.1,0.9433666666666667,0.9433666666666667,nan,-0.22662938166206636
0.0,17,evidence_diverse,1.384195934089039,0.1,0.7687333333333334,0.7687333333333334,nan,-0.22662938166206636
0.0,17,max_pool,1.9858036939661807,0.1,0.9213333333333333,0.9213333333333333,nan,-0.22662938166206636
0.0,17,weighted_max,1.6724911777050953,0.1,0.9219666666666667,0.9219666666666667,nan,-0.22662938166206636
0.0,17,hybrid_evidence,1.5685319720400346,0.1,0.9486333333333333,0.9486333333333333,nan,-0.22662938166206636
0.0,17,adaptive_evidence,1.701531941480038,0.1,0.9017666666666667,0.9017666666666667,nan,-0.22662938166206636
0.0,17,conservative_max,1.8865135092678718,0.1,0.9213333333333333,0.9213333333333333,nan,-0.22662938166206636
0.0,18,single_m1,1.3054812013471886,0.1,0.5909333333333333,0.5909333333333333,nan,-0.22870347331232635
0.0,18,algorithm_diverse,0.7872465155184837,0.1,0.9448,0.9448,nan,-0.22870347331232635
0.0,18,evidence_diverse,1.390826475479833,0.1,0.7631333333333333,0.7631333333333333,nan,-0.22870347331232635
0.0,18,max_pool,1.985317490728379,0.1,0.9202666666666667,0.9202666666666667,nan,-0.22870347331232635
0.0,18,weighted_max,1.6760556388970502,0.1,0.9193333333333333,0.9193333333333333,nan,-0.22870347331232635
0.0,18,hybrid_evidence,1.56288942875609,0.1,0.9511333333333334,0.9511333333333334,nan,-0.22870347331232635
0.0,18,adaptive_evidence,1.7057343849552744,0.1,0.9002,0.9002,nan,-0.22870347331232635
0.0,18,conservative_max,1.88605161619196,0.1,0.9202666666666667,0.9202666666666667,nan,-0.22870347331232635
0.0,19,single_m1,1.323781642456137,0.1,0.5857666666666667,0.5857666666666667,nan,-0.2309973217350211
0.0,19,algorithm_diverse,0.7797706726467207,0.1,0.9475,0.9475,nan,-0.2309973217350211
0.0,19,evidence_diverse,1.3614269603726432,0.1,0.7811,0.7811,nan,-0.2309973217350211
0.0,19,max_pool,1.9707876348642752,0.1,0.925,0.925,nan,-0.2309973217350211
0.0,19,weighted_max,1.65757639600748,0.1,0.9257333333333333,0.9257333333333333,nan,-0.2309973217350211
0.0,19,hybrid_evidence,1.551877418376557,0.1,0.9522333333333334,0.9522333333333334,nan,-0.2309973217350211
0.0,19,adaptive_evidence,1.6901167522671716,0.1,0.9065666666666666,0.9065666666666666,nan,-0.2309973217350211
0.0,19,conservative_max,1.8722482531210614,0.1,0.925,0.925,nan,-0.2309973217350211
0.0,20,single_m1,1.296951928397449,0.1,0.5923,0.5923,nan,-0.23130087173485184
0.0,20,algorithm_diverse,0.7729140348852617,0.1,0.9475,0.9475,nan,-0.23130087173485184
0.0,20,evidence_diverse,1.368187652445996,0.1,0.7766666666666666,0.7766666666666666,nan,-0.23130087173485184
0.0,20,max_pool,1.9650392982060079,0.1,0.9245666666666666,0.9245666666666666,nan,-0.23130087173485184
0.0,20,weighted_max,1.6485167213293166,0.1,0.9263666666666667,0.9263666666666667,nan,-0.23130087173485184
0.0,20,hybrid_evidence,1.5342527605706775,0.1,0.9544,0.9544,nan,-0.23130087173485184
0.0,20,adaptive_evidence,1.6810580012864136,0.1,0.9058333333333334,0.9058333333333334,nan,-0.23130087173485184
0.0,20,conservative_max,1.8667873332957075,0.1,0.9245666666666666,0.9245666666666666,nan,-0.23130087173485184
0.0,21,single_m1,1.3104905013214587,0.1,0.5837333333333333,0.5837333333333333,nan,-0.22749555840883565
0.0,21,algorithm_diverse,0.7819583499009373,0.1,0.9452333333333334,0.9452333333333334,nan,-0.22749555840883565
0.0,21,evidence_diverse,1.3701215696212157,0.1,0.7722,0.7722,nan,-0.22749555840883565
0.0,21,max_pool,1.9771267457624937,0.1,0.9213,0.9213,nan,-0.22749555840883565
0.0,21,weighted_max,1.6628563675879988,0.1,0.9213,0.9213,nan,-0.22749555840883565
0.0,21,hybrid_evidence,1.551723308845839,0.1,0.9505,0.9505,nan,-0.22749555840883565
0.0,21,adaptive_evidence,1.6942509550188214,0.1,0.9012333333333333,0.9012333333333333,nan,-0.22749555840883565
0.0,21,conservative_max,1.8782704084743689,0.1,0.9213,0.9213,nan,-0.22749555840883565
0.0,22,single_m1,1.318654973554941,0.1,0.5869666666666666,0.5869666666666666,nan,-0.2287478504179695
